gameId,hometeamCity,hometeamName,hometeamId,awayteamCity,awayteamName,awayteamId,homeScore,awayScore,winner,gameType,attendance,arenaId,gameDateTimeEst,arenaCity,arenaState,arenaName,gameSequence,weekNumber,teamCity,teamName,teamId,opponentTeamCity,opponentTeamName,opponentTeamId,home,win,teamScore,opponentScore,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,numMinutes,q1Points,q2Points,q3Points,q4Points,benchPoints,biggestLead,biggestScoringRun,leadChanges,pointsFastBreak,pointsFromTurnovers,pointsInThePaint,pointsSecondChance,timesTied,timeoutsRemaining,seasonWins,seasonLosses,gameDate_int
22401193,Houston,Rockets,1610612745,Denver,Nuggets,1610612743,111,126,1610612743,Regular Season,18055.0,215,2025-04-13 15:30:00+00:00,Houston,TX,Toyota Center,8,25,Denver,Nuggets,1610612743,Houston,Rockets,1610612745,0,1,126,111,28.0,6.0,7.0,88.0,45.0,0.511,29.0,10.0,0.345,31.0,26.0,0.839,36.0,11.0,47.0,13.0,9.0,15.0,240.0,36.0,29.0,37.0,24.0,44.0,36.0,8.0,7.0,29.0,12.0,64.0,16.0,4.0,1.0,50.0,32.0,20250413
22401193,Houston,Rockets,1610612745,Denver,Nuggets,1610612743,111,126,1610612743,Regular Season,18055.0,215,2025-04-13 15:30:00+00:00,Houston,TX,Toyota Center,8,25,Houston,Rockets,1610612745,Denver,Nuggets,1610612743,1,0,111,126,32.0,4.0,5.0,100.0,45.0,0.45,34.0,12.0,0.353,14.0,9.0,0.643,29.0,16.0,45.0,24.0,10.0,-15.0,240.0,23.0,29.0,19.0,40.0,57.0,3.0,6.0,7.0,12.0,9.0,62.0,25.0,4.0,0.0,52.0,30.0,20250413
22401194,Memphis,Grizzlies,1610612763,Dallas,Mavericks,1610612742,132,97,1610612763,Regular Season,17794.0,242,2025-04-13 15:30:00+00:00,Memphis,TN,FedExForum,9,25,Dallas,Mavericks,1610612742,Memphis,Grizzlies,1610612763,0,0,97,132,20.0,3.0,6.0,87.0,38.0,0.437,28.0,5.0,0.179,22.0,16.0,0.727,28.0,10.0,38.0,13.0,18.0,-35.0,240.0,28.0,26.0,21.0,22.0,48.0,7.0,10.0,2.0,14.0,13.0,62.0,16.0,3.0,1.0,39.0,43.0,20250413
22401194,Memphis,Grizzlies,1610612763,Dallas,Mavericks,1610612742,132,97,1610612763,Regular Season,17794.0,242,2025-04-13 15:30:00+00:00,Memphis,TN,FedExForum,9,25,Memphis,Grizzlies,1610612763,Dallas,Mavericks,1610612742,1,1,132,97,31.0,7.0,13.0,104.0,52.0,0.5,40.0,15.0,0.375,15.0,13.0,0.867,34.0,19.0,53.0,15.0,11.0,35.0,240.0,38.0,29.0,37.0,28.0,36.0,41.0,13.0,2.0,36.0,24.0,68.0,17.0,3.0,1.0,48.0,34.0,20250413
22401195,Minnesota,Timberwolves,1610612750,Utah,Jazz,1610612762,116,105,1610612750,Regular Season,18978.0,61,2025-04-13 15:30:00+00:00,Minneapolis,MN,Target Center,10,25,Minnesota,Timberwolves,1610612750,Utah,Jazz,1610612762,1,1,116,105,23.0,9.0,9.0,98.0,46.0,0.469,43.0,13.0,0.302,16.0,11.0,0.688,37.0,17.0,54.0,16.0,13.0,11.0,240.0,30.0,20.0,40.0,26.0,36.0,18.0,11.0,11.0,15.0,10.0,62.0,24.0,3.0,1.0,49.0,33.0,20250413
22401195,Minnesota,Timberwolves,1610612750,Utah,Jazz,1610612762,116,105,1610612750,Regular Season,18978.0,61,2025-04-13 15:30:00+00:00,Minneapolis,MN,Target Center,10,25,Utah,Jazz,1610612762,Minnesota,Timberwolves,1610612750,0,0,105,116,24.0,5.0,6.0,89.0,40.0,0.449,42.0,16.0,0.381,11.0,9.0,0.818,31.0,9.0,40.0,15.0,13.0,-11.0,240.0,24.0,25.0,28.0,28.0,39.0,6.0,7.0,11.0,5.0,18.0,44.0,18.0,3.0,1.0,17.0,65.0,20250413
22401196,New Orleans,Pelicans,1610612740,Oklahoma City,Thunder,1610612760,100,115,1610612760,Regular Season,17761.0,160,2025-04-13 15:30:00+00:00,New Orleans,LA,Smoothie King Center,11,25,New Orleans,Pelicans,1610612740,Oklahoma City,Thunder,1610612760,1,0,100,115,22.0,4.0,6.0,91.0,35.0,0.385,38.0,7.0,0.184,30.0,23.0,0.767,36.0,11.0,47.0,19.0,12.0,-15.0,240.0,19.0,30.0,23.0,28.0,38.0,0.0,11.0,0.0,9.0,9.0,52.0,11.0,0.0,1.0,21.0,61.0,20250413
22401196,New Orleans,Pelicans,1610612740,Oklahoma City,Thunder,1610612760,100,115,1610612760,Regular Season,17761.0,160,2025-04-13 15:30:00+00:00,New Orleans,LA,Smoothie King Center,11,25,Oklahoma City,Thunder,1610612760,New Orleans,Pelicans,1610612740,0,1,115,100,16.0,4.0,8.0,98.0,41.0,0.418,47.0,9.0,0.191,27.0,24.0,0.889,37.0,17.0,54.0,25.0,10.0,15.0,240.0,38.0,26.0,26.0,25.0,40.0,23.0,9.0,0.0,13.0,17.0,60.0,21.0,0.0,1.0,68.0,14.0,20250413
22401197,San Antonio,Spurs,1610612759,Toronto,Raptors,1610612761,125,118,1610612759,Regular Season,18672.0,1000118,2025-04-13 15:30:00+00:00,San Antonio,TX,Frost Bank Center,12,25,San Antonio,Spurs,1610612759,Toronto,Raptors,1610612761,1,1,125,118,22.0,2.0,11.0,84.0,43.0,0.512,32.0,11.0,0.344,32.0,28.0,0.875,41.0,9.0,50.0,13.0,12.0,7.0,240.0,32.0,22.0,39.0,32.0,56.0,7.0,9.0,10.0,18.0,15.0,58.0,10.0,9.0,0.0,34.0,48.0,20250413
22401197,San Antonio,Spurs,1610612759,Toronto,Raptors,1610612761,125,118,1610612759,Regular Season,18672.0,1000118,2025-04-13 15:30:00+00:00,San Antonio,TX,Frost Bank Center,12,25,Toronto,Raptors,1610612761,San Antonio,Spurs,1610612759,0,0,118,125,32.0,1.0,8.0,97.0,46.0,0.474,39.0,14.0,0.359,16.0,12.0,0.75,30.0,12.0,42.0,23.0,13.0,-7.0,240.0,37.0,37.0,21.0,23.0,24.0,22.0,9.0,10.0,22.0,18.0,54.0,12.0,9.0,0.0,30.0,52.0,20250413
22401198,Golden State,Warriors,1610612744,Los Angeles,Clippers,1610612746,119,124,1610612746,Regular Season,18064.0,1000011,2025-04-13 15:30:00+00:00,San Francisco,CA,Chase Center,13,25,Golden State,Warriors,1610612744,Los Angeles,Clippers,1610612746,1,0,119,124,31.0,6.0,11.0,79.0,43.0,0.544,33.0,15.0,0.455,23.0,18.0,0.783,22.0,3.0,25.0,20.0,15.0,-5.0,265.0,33.0,25.0,24.0,29.0,16.0,12.0,15.0,23.0,14.0,23.0,50.0,6.0,8.0,0.0,48.0,34.0,20250413
22401198,Golden State,Warriors,1610612744,Los Angeles,Clippers,1610612746,119,124,1610612746,Regular Season,18064.0,1000011,2025-04-13 15:30:00+00:00,San Francisco,CA,Chase Center,13,25,Los Angeles,Clippers,1610612746,Golden State,Warriors,1610612744,0,1,124,119,28.0,3.0,11.0,86.0,48.0,0.558,30.0,14.0,0.467,18.0,14.0,0.778,33.0,9.0,42.0,21.0,16.0,5.0,265.0,25.0,35.0,23.0,28.0,8.0,7.0,10.0,23.0,6.0,20.0,54.0,14.0,8.0,0.0,50.0,32.0,20250413
22401199,Portland,Trail Blazers,1610612757,Los Angeles,Lakers,1610612747,109,81,1610612757,Regular Season,19335.0,51,2025-04-13 15:30:00+00:00,Portland,OR,Moda Center,14,25,Los Angeles,Lakers,1610612747,Portland,Trail Blazers,1610612757,0,0,81,109,21.0,11.0,9.0,80.0,31.0,0.388,28.0,9.0,0.321,14.0,10.0,0.714,29.0,13.0,42.0,21.0,20.0,-28.0,240.0,25.0,18.0,18.0,20.0,19.0,0.0,10.0,0.0,14.0,15.0,34.0,8.0,0.0,1.0,50.0,32.0,20250413
22401199,Portland,Trail Blazers,1610612757,Los Angeles,Lakers,1610612747,109,81,1610612757,Regular Season,19335.0,51,2025-04-13 15:30:00+00:00,Portland,OR,Moda Center,14,25,Portland,Trail Blazers,1610612757,Los Angeles,Lakers,1610612747,1,1,109,81,27.0,6.0,7.0,96.0,42.0,0.438,42.0,15.0,0.357,21.0,10.0,0.476,29.0,27.0,56.0,16.0,14.0,28.0,240.0,29.0,29.0,31.0,20.0,35.0,33.0,13.0,0.0,19.0,21.0,52.0,34.0,0.0,1.0,36.0,46.0,20250413
22401200,Sacramento,Kings,1610612758,Phoenix,Suns,1610612756,109,98,1610612758,Regular Season,17832.0,609,2025-04-13 15:30:00+00:00,Sacramento,CA,Golden 1 Center,15,25,Phoenix,Suns,1610612756,Sacramento,Kings,1610612758,0,0,98,109,28.0,1.0,6.0,84.0,40.0,0.476,44.0,15.0,0.341,6.0,3.0,0.5,28.0,9.0,37.0,9.0,11.0,-11.0,240.0,25.0,29.0,21.0,23.0,33.0,3.0,6.0,1.0,7.0,13.0,40.0,7.0,1.0,1.0,36.0,46.0,20250413
22401200,Sacramento,Kings,1610612758,Phoenix,Suns,1610612756,109,98,1610612758,Regular Season,17832.0,609,2025-04-13 15:30:00+00:00,Sacramento,CA,Golden 1 Center,15,25,Sacramento,Kings,1610612758,Phoenix,Suns,1610612756,1,1,109,98,31.0,4.0,6.0,88.0,46.0,0.523,34.0,14.0,0.412,3.0,3.0,1.0,33.0,10.0,43.0,7.0,11.0,11.0,240.0,33.0,24.0,29.0,23.0,50.0,17.0,8.0,1.0,11.0,20.0,44.0,14.0,1.0,1.0,40.0,42.0,20250413
22401186,Atlanta,Hawks,1610612737,Orlando,Magic,1610612753,117,105,1610612737,Regular Season,17714.0,650,2025-04-13 13:00:00+00:00,Atlanta,GA,State Farm Arena,1,25,Atlanta,Hawks,1610612737,Orlando,Magic,1610612753,1,1,117,105,32.0,2.0,8.0,88.0,47.0,0.534,40.0,17.0,0.425,10.0,6.0,0.6,35.0,9.0,44.0,15.0,15.0,12.0,240.0,31.0,27.0,34.0,25.0,59.0,20.0,13.0,6.0,26.0,17.0,58.0,12.0,6.0,1.0,40.0,42.0,20250413
22401186,Atlanta,Hawks,1610612737,Orlando,Magic,1610612753,117,105,1610612737,Regular Season,17714.0,650,2025-04-13 13:00:00+00:00,Atlanta,GA,State Farm Arena,1,25,Orlando,Magic,1610612753,Atlanta,Hawks,1610612737,0,0,105,117,25.0,5.0,11.0,88.0,40.0,0.455,35.0,15.0,0.429,15.0,10.0,0.667,31.0,12.0,43.0,8.0,14.0,-12.0,240.0,24.0,22.0,38.0,21.0,53.0,5.0,9.0,6.0,16.0,22.0,46.0,20.0,6.0,1.0,41.0,41.0,20250413
22401187,Boston,Celtics,1610612738,Charlotte,Hornets,1610612766,93,86,1610612738,Regular Season,19156.0,17,2025-04-13 13:00:00+00:00,Boston,MA,TD Garden,2,25,Boston,Celtics,1610612738,Charlotte,Hornets,1610612766,1,1,93,86,22.0,6.0,12.0,90.0,35.0,0.389,45.0,14.0,0.311,13.0,9.0,0.692,34.0,15.0,49.0,14.0,13.0,7.0,240.0,33.0,21.0,15.0,24.0,26.0,21.0,16.0,3.0,12.0,21.0,38.0,17.0,2.0,0.0,61.0,21.0,20250413
22401187,Boston,Celtics,1610612738,Charlotte,Hornets,1610612766,93,86,1610612738,Regular Season,19156.0,17,2025-04-13 13:00:00+00:00,Boston,MA,TD Garden,2,25,Charlotte,Hornets,1610612766,Boston,Celtics,1610612738,0,0,86,93,23.0,4.0,10.0,85.0,32.0,0.376,39.0,11.0,0.282,18.0,11.0,0.611,33.0,18.0,51.0,16.0,17.0,-7.0,240.0,15.0,28.0,25.0,18.0,40.0,3.0,9.0,3.0,8.0,10.0,40.0,13.0,2.0,0.0,19.0,63.0,20250413
22401188,Brooklyn,Nets,1610612751,New York,Knicks,1610612752,105,113,1610612752,Regular Season,17926.0,461,2025-04-13 13:00:00+00:00,Brooklyn,NY,Barclays Center,3,25,Brooklyn,Nets,1610612751,New York,Knicks,1610612752,1,0,105,113,21.0,2.0,4.0,74.0,38.0,0.514,35.0,12.0,0.343,25.0,17.0,0.68,36.0,6.0,42.0,24.0,18.0,-8.0,240.0,37.0,29.0,17.0,22.0,21.0,10.0,9.0,6.0,16.0,12.0,48.0,9.0,3.0,1.0,26.0,56.0,20250413
22401188,Brooklyn,Nets,1610612751,New York,Knicks,1610612752,105,113,1610612752,Regular Season,17926.0,461,2025-04-13 13:00:00+00:00,Brooklyn,NY,Barclays Center,3,25,New York,Knicks,1610612752,Brooklyn,Nets,1610612751,0,1,113,105,27.0,3.0,10.0,86.0,37.0,0.43,42.0,16.0,0.381,26.0,23.0,0.885,30.0,10.0,40.0,25.0,11.0,8.0,240.0,38.0,24.0,27.0,24.0,51.0,9.0,17.0,6.0,16.0,31.0,36.0,8.0,3.0,0.0,51.0,31.0,20250413
22401189,Cleveland,Cavaliers,1610612739,Indiana,Pacers,1610612754,118,126,1610612754,Regular Season,19432.0,1000144,2025-04-13 13:00:00+00:00,Cleveland,OH,Rocket Mortgage FieldHouse,4,25,Cleveland,Cavaliers,1610612739,Indiana,Pacers,1610612754,1,0,118,126,21.0,9.0,6.0,115.0,44.0,0.383,60.0,18.0,0.3,22.0,12.0,0.545,47.0,18.0,65.0,23.0,21.0,-8.0,290.0,32.0,29.0,24.0,20.0,35.0,27.0,11.0,9.0,18.0,20.0,48.0,17.0,5.0,1.0,64.0,18.0,20250413
22401189,Cleveland,Cavaliers,1610612739,Indiana,Pacers,1610612754,118,126,1610612754,Regular Season,19432.0,1000144,2025-04-13 13:00:00+00:00,Cleveland,OH,Rocket Mortgage FieldHouse,4,25,Indiana,Pacers,1610612754,Cleveland,Cavaliers,1610612739,0,1,126,118,27.0,10.0,15.0,119.0,48.0,0.403,42.0,10.0,0.238,22.0,20.0,0.909,47.0,14.0,61.0,20.0,13.0,8.0,290.0,26.0,18.0,23.0,38.0,86.0,8.0,13.0,9.0,23.0,22.0,76.0,15.0,5.0,0.0,50.0,32.0,20250413
22401190,Miami,Heat,1610612748,Washington,Wizards,1610612764,118,119,1610612764,Regular Season,19968.0,1000100,2025-04-13 13:00:00+00:00,Miami,FL,Kaseya Center,5,25,Miami,Heat,1610612748,Washington,Wizards,1610612764,1,0,118,119,28.0,6.0,8.0,98.0,49.0,0.5,32.0,10.0,0.313,12.0,10.0,0.833,37.0,9.0,46.0,12.0,8.0,-1.0,240.0,28.0,32.0,26.0,32.0,42.0,7.0,11.0,5.0,25.0,13.0,76.0,8.0,4.0,0.0,37.0,45.0,20250413
22401190,Miami,Heat,1610612748,Washington,Wizards,1610612764,118,119,1610612764,Regular Season,19968.0,1000100,2025-04-13 13:00:00+00:00,Miami,FL,Kaseya Center,5,25,Washington,Wizards,1610612764,Miami,Heat,1610612748,0,1,119,118,33.0,3.0,4.0,90.0,46.0,0.511,37.0,16.0,0.432,17.0,11.0,0.647,37.0,6.0,43.0,14.0,10.0,1.0,240.0,30.0,36.0,28.0,25.0,48.0,12.0,10.0,5.0,11.0,11.0,46.0,6.0,4.0,0.0,18.0,64.0,20250413
22401191,Philadelphia,76ers,1610612755,Chicago,Bulls,1610612741,102,122,1610612741,Regular Season,20059.0,419,2025-04-13 13:00:00+00:00,Philadelphia,PA,Wells Fargo Center,6,25,Chicago,Bulls,1610612741,Philadelphia,76ers,1610612755,0,1,122,102,29.0,4.0,10.0,103.0,47.0,0.456,40.0,13.0,0.325,20.0,15.0,0.75,44.0,15.0,59.0,17.0,12.0,20.0,240.0,29.0,20.0,37.0,36.0,78.0,23.0,8.0,7.0,21.0,13.0,62.0,15.0,7.0,1.0,39.0,43.0,20250413
22401191,Philadelphia,76ers,1610612755,Chicago,Bulls,1610612741,102,122,1610612741,Regular Season,20059.0,419,2025-04-13 13:00:00+00:00,Philadelphia,PA,Wells Fargo Center,6,25,Philadelphia,76ers,1610612755,Chicago,Bulls,1610612741,1,0,102,122,20.0,6.0,7.0,94.0,36.0,0.383,44.0,12.0,0.273,21.0,18.0,0.857,38.0,10.0,48.0,15.0,14.0,-20.0,240.0,29.0,27.0,19.0,27.0,18.0,9.0,8.0,7.0,12.0,13.0,44.0,16.0,7.0,1.0,24.0,58.0,20250413
22401192,Milwaukee,Bucks,1610612749,Detroit,Pistons,1610612765,140,133,1610612749,Regular Season,17796.0,642,2025-04-13 13:00:00+00:00,Milwaukee,WI,Fiserv Forum,7,25,Milwaukee,Bucks,1610612749,Detroit,Pistons,1610612765,1,1,140,133,30.0,7.0,5.0,86.0,50.0,0.581,44.0,23.0,0.523,22.0,17.0,0.773,32.0,6.0,38.0,17.0,20.0,7.0,265.0,43.0,28.0,27.0,25.0,35.0,22.0,11.0,10.0,15.0,28.0,50.0,9.0,8.0,1.0,48.0,34.0,20250413
22401192,Milwaukee,Bucks,1610612749,Detroit,Pistons,1610612765,140,133,1610612749,Regular Season,17796.0,642,2025-04-13 13:00:00+00:00,Milwaukee,WI,Fiserv Forum,7,25,Detroit,Pistons,1610612765,Milwaukee,Bucks,1610612749,0,0,133,140,35.0,3.0,9.0,107.0,51.0,0.477,59.0,22.0,0.373,14.0,9.0,0.643,28.0,14.0,42.0,19.0,13.0,-7.0,265.0,25.0,30.0,37.0,31.0,99.0,2.0,11.0,10.0,3.0,26.0,50.0,23.0,8.0,1.0,44.0,38.0,20250413
22401185,Los Angeles,Lakers,1610612747,Houston,Rockets,1610612745,140,109,1610612747,Regular Season,18997.0,1000069,2025-04-11 22:30:00+00:00,Los Angeles,CA,Crypto.com Arena,15,25,Houston,Rockets,1610612745,Los Angeles,Lakers,1610612747,0,0,109,140,22.0,5.0,8.0,90.0,41.0,0.456,51.0,18.0,0.353,12.0,9.0,0.75,30.0,7.0,37.0,17.0,18.0,-31.0,240.0,32.0,24.0,31.0,22.0,40.0,6.0,7.0,3.0,15.0,8.0,44.0,9.0,1.0,1.0,52.0,29.0,20250411
22401185,Los Angeles,Lakers,1610612747,Houston,Rockets,1610612745,140,109,1610612747,Regular Season,18997.0,1000069,2025-04-11 22:30:00+00:00,Los Angeles,CA,Crypto.com Arena,15,25,Los Angeles,Lakers,1610612747,Houston,Rockets,1610612745,1,1,140,109,28.0,1.0,11.0,87.0,53.0,0.609,37.0,19.0,0.514,25.0,15.0,0.6,38.0,4.0,42.0,15.0,12.0,31.0,240.0,38.0,40.0,29.0,33.0,41.0,31.0,11.0,3.0,9.0,25.0,62.0,5.0,1.0,1.0,50.0,31.0,20250411
22401182,Phoenix,Suns,1610612756,San Antonio,Spurs,1610612759,117,98,1610612756,Regular Season,17071.0,1000145,2025-04-11 22:00:00+00:00,Phoenix,AZ,Footprint Center,12,25,Phoenix,Suns,1610612756,San Antonio,Spurs,1610612759,1,1,117,98,27.0,10.0,9.0,95.0,44.0,0.463,47.0,19.0,0.404,11.0,10.0,0.909,39.0,13.0,52.0,9.0,11.0,19.0,240.0,28.0,25.0,39.0,25.0,31.0,31.0,13.0,5.0,20.0,28.0,40.0,13.0,0.0,1.0,36.0,45.0,20250411
22401182,Phoenix,Suns,1610612756,San Antonio,Spurs,1610612759,117,98,1610612756,Regular Season,17071.0,1000145,2025-04-11 22:00:00+00:00,Phoenix,AZ,Footprint Center,12,25,San Antonio,Spurs,1610612759,Phoenix,Suns,1610612756,0,0,98,117,28.0,2.0,7.0,90.0,39.0,0.433,34.0,13.0,0.382,10.0,7.0,0.7,35.0,5.0,40.0,7.0,14.0,-19.0,240.0,33.0,14.0,17.0,34.0,51.0,10.0,9.0,5.0,23.0,9.0,38.0,4.0,0.0,1.0,33.0,48.0,20250411
22401183,Portland,Trail Blazers,1610612757,Golden State,Warriors,1610612744,86,103,1610612744,Regular Season,19335.0,51,2025-04-11 22:00:00+00:00,Portland,OR,Moda Center,13,25,Golden State,Warriors,1610612744,Portland,Trail Blazers,1610612757,0,1,103,86,26.0,7.0,15.0,83.0,33.0,0.398,44.0,14.0,0.318,28.0,23.0,0.821,38.0,7.0,45.0,19.0,14.0,17.0,240.0,26.0,24.0,27.0,26.0,43.0,27.0,14.0,2.0,18.0,20.0,32.0,14.0,2.0,1.0,48.0,33.0,20250411
22401183,Portland,Trail Blazers,1610612757,Golden State,Warriors,1610612744,86,103,1610612744,Regular Season,19335.0,51,2025-04-11 22:00:00+00:00,Portland,OR,Moda Center,13,25,Portland,Trail Blazers,1610612757,Golden State,Warriors,1610612744,1,0,86,103,21.0,5.0,9.0,85.0,32.0,0.376,30.0,6.0,0.2,22.0,16.0,0.727,39.0,13.0,52.0,20.0,22.0,-17.0,240.0,20.0,17.0,20.0,29.0,41.0,6.0,10.0,2.0,18.0,18.0,50.0,14.0,2.0,1.0,35.0,46.0,20250411
22401184,Sacramento,Kings,1610612758,Los Angeles,Clippers,1610612746,100,101,1610612746,Regular Season,16435.0,609,2025-04-11 22:00:00+00:00,Sacramento,CA,Golden 1 Center,14,25,Los Angeles,Clippers,1610612746,Sacramento,Kings,1610612758,0,1,101,100,19.0,2.0,6.0,78.0,40.0,0.513,21.0,7.0,0.333,18.0,14.0,0.778,30.0,7.0,37.0,19.0,12.0,1.0,240.0,24.0,26.0,25.0,26.0,13.0,10.0,13.0,8.0,16.0,11.0,58.0,6.0,6.0,0.0,49.0,32.0,20250411
22401184,Sacramento,Kings,1610612758,Los Angeles,Clippers,1610612746,100,101,1610612746,Regular Season,16435.0,609,2025-04-11 22:00:00+00:00,Sacramento,CA,Golden 1 Center,14,25,Sacramento,Kings,1610612758,Los Angeles,Clippers,1610612746,1,0,100,101,23.0,1.0,5.0,85.0,37.0,0.435,31.0,10.0,0.323,17.0,16.0,0.941,32.0,11.0,43.0,18.0,11.0,-1.0,240.0,29.0,20.0,21.0,30.0,25.0,9.0,6.0,8.0,4.0,10.0,34.0,14.0,6.0,0.0,39.0,42.0,20250411
22401181,Utah,Jazz,1610612762,Oklahoma City,Thunder,1610612760,111,145,1610612760,Regular Season,18175.0,1000106,2025-04-11 21:30:00+00:00,Salt Lake City,UT,Delta Center,11,25,Oklahoma City,Thunder,1610612760,Utah,Jazz,1610612762,0,1,145,111,41.0,4.0,12.0,100.0,56.0,0.56,53.0,24.0,0.453,13.0,9.0,0.692,42.0,5.0,47.0,17.0,10.0,34.0,240.0,46.0,27.0,34.0,38.0,37.0,38.0,16.0,0.0,25.0,25.0,54.0,9.0,0.0,1.0,67.0,14.0,20250411
22401181,Utah,Jazz,1610612762,Oklahoma City,Thunder,1610612760,111,145,1610612760,Regular Season,18175.0,1000106,2025-04-11 21:30:00+00:00,Salt Lake City,UT,Delta Center,11,25,Utah,Jazz,1610612762,Oklahoma City,Thunder,1610612760,1,0,111,145,23.0,3.0,7.0,103.0,39.0,0.379,63.0,17.0,0.27,20.0,16.0,0.8,38.0,19.0,57.0,14.0,16.0,-34.0,240.0,34.0,24.0,28.0,25.0,40.0,0.0,10.0,0.0,8.0,14.0,40.0,26.0,0.0,1.0,17.0,64.0,20250411
22401179,Minnesota,Timberwolves,1610612750,Brooklyn,Nets,1610612751,117,91,1610612750,Regular Season,18978.0,61,2025-04-11 21:00:00+00:00,Minneapolis,MN,Target Center,9,25,Minnesota,Timberwolves,1610612750,Brooklyn,Nets,1610612751,1,1,117,91,27.0,5.0,5.0,77.0,42.0,0.545,31.0,11.0,0.355,29.0,22.0,0.759,41.0,7.0,48.0,15.0,12.0,26.0,240.0,28.0,36.0,34.0,19.0,39.0,28.0,10.0,1.0,16.0,12.0,58.0,11.0,0.0,1.0,48.0,33.0,20250411
22401179,Minnesota,Timberwolves,1610612750,Brooklyn,Nets,1610612751,117,91,1610612750,Regular Season,18978.0,61,2025-04-11 21:00:00+00:00,Minneapolis,MN,Target Center,9,25,Brooklyn,Nets,1610612751,Minnesota,Timberwolves,1610612750,0,0,91,117,24.0,1.0,7.0,90.0,33.0,0.367,41.0,12.0,0.293,17.0,13.0,0.765,26.0,15.0,41.0,24.0,9.0,-26.0,240.0,16.0,36.0,21.0,18.0,20.0,7.0,7.0,1.0,16.0,15.0,42.0,7.0,0.0,1.0,26.0,55.0,20250411
22401180,Denver,Nuggets,1610612743,Memphis,Grizzlies,1610612763,117,109,1610612743,Regular Season,20015.0,1000046,2025-04-11 21:00:00+00:00,Denver,CO,Ball Arena,10,25,Denver,Nuggets,1610612743,Memphis,Grizzlies,1610612763,1,1,117,109,32.0,2.0,9.0,91.0,44.0,0.484,24.0,5.0,0.208,31.0,24.0,0.774,41.0,11.0,52.0,17.0,12.0,8.0,240.0,28.0,25.0,39.0,25.0,24.0,8.0,13.0,4.0,23.0,19.0,72.0,10.0,4.0,1.0,49.0,32.0,20250411
22401180,Denver,Nuggets,1610612743,Memphis,Grizzlies,1610612763,117,109,1610612743,Regular Season,20015.0,1000046,2025-04-11 21:00:00+00:00,Denver,CO,Ball Arena,10,25,Memphis,Grizzlies,1610612763,Denver,Nuggets,1610612743,0,0,109,117,26.0,5.0,8.0,91.0,41.0,0.451,43.0,14.0,0.326,19.0,13.0,0.684,34.0,7.0,41.0,24.0,12.0,-8.0,240.0,35.0,24.0,36.0,14.0,36.0,15.0,8.0,4.0,13.0,14.0,52.0,10.0,4.0,0.0,47.0,34.0,20250411
22401178,Dallas,Mavericks,1610612742,Toronto,Raptors,1610612761,124,102,1610612742,Regular Season,20177.0,193,2025-04-11 20:30:00+00:00,Dallas,TX,American Airlines Center,8,25,Dallas,Mavericks,1610612742,Toronto,Raptors,1610612761,1,1,124,102,34.0,10.0,8.0,89.0,49.0,0.551,34.0,15.0,0.441,17.0,11.0,0.647,44.0,12.0,56.0,12.0,17.0,22.0,240.0,35.0,31.0,30.0,28.0,63.0,38.0,16.0,0.0,20.0,17.0,56.0,19.0,2.0,1.0,39.0,42.0,20250411
22401178,Dallas,Mavericks,1610612742,Toronto,Raptors,1610612761,124,102,1610612742,Regular Season,20177.0,193,2025-04-11 20:30:00+00:00,Dallas,TX,American Airlines Center,8,25,Toronto,Raptors,1610612761,Dallas,Mavericks,1610612742,0,0,102,124,22.0,4.0,11.0,100.0,40.0,0.4,39.0,11.0,0.282,18.0,11.0,0.611,27.0,16.0,43.0,15.0,10.0,-22.0,240.0,25.0,13.0,29.0,35.0,24.0,0.0,7.0,0.0,16.0,26.0,58.0,22.0,2.0,1.0,30.0,51.0,20250411
22401176,Chicago,Bulls,1610612741,Washington,Wizards,1610612764,119,89,1610612741,Regular Season,21400.0,66,2025-04-11 20:00:00+00:00,Chicago,IL,United Center,6,25,Chicago,Bulls,1610612741,Washington,Wizards,1610612764,1,1,119,89,32.0,7.0,8.0,93.0,43.0,0.462,41.0,13.0,0.317,22.0,20.0,0.909,41.0,13.0,54.0,13.0,12.0,30.0,240.0,26.0,32.0,38.0,23.0,38.0,33.0,9.0,6.0,21.0,23.0,52.0,13.0,2.0,1.0,38.0,43.0,20250411
22401176,Chicago,Bulls,1610612741,Washington,Wizards,1610612764,119,89,1610612741,Regular Season,21400.0,66,2025-04-11 20:00:00+00:00,Chicago,IL,United Center,6,25,Washington,Wizards,1610612764,Chicago,Bulls,1610612741,0,0,89,119,26.0,5.0,7.0,91.0,35.0,0.385,41.0,10.0,0.244,12.0,9.0,0.75,33.0,8.0,41.0,16.0,16.0,-30.0,240.0,24.0,19.0,25.0,21.0,23.0,2.0,7.0,6.0,6.0,14.0,36.0,8.0,2.0,0.0,17.0,64.0,20250411
